customer_id,trans_date,tran_amount
CS3136,10/5/2012,102
CS1657,30/10/2012,70
CS1215,5/11/2011,91
CS5165,23/8/2013,78
CS3303,3/4/2013,51
CS2432,13/2/2015,82
CS1171,9/6/2014,58
CS5038,28/10/2012,82
CS3100,21/5/2011,87
CS3785,27/7/2012,90
CS2960,23/7/2014,74
CS4739,29/9/2012,77
CS1769,25/8/2013,88
CS1873,22/12/2013,69
CS6039,12/5/2013,96
CS1247,25/6/2011,39
CS5756,14/3/2013,55
CS5334,23/1/2015,101
CS4588,24/8/2012,81
CS2946,6/2/2014,83
CS2966,31/8/2013,99
CS4399,25/6/2013,44
CS3904,11/9/2012,38
CS3864,30/4/2012,56
CS4367,6/1/2013,74
CS2180,5/7/2011,103
CS3893,14/4/2013,99
CS2982,11/3/2012,73
CS2621,13/7/2013,77
CS3077,1/6/2013,45
CS5789,27/4/2014,58
CS2443,9/5/2014,94
CS5115,3/9/2013,54
CS4694,30/6/2012,68
CS2014,17/10/2013,104
CS5096,22/7/2012,83
CS3433,10/12/2014,40
CS1168,20/5/2014,69
CS1215,24/6/2013,44
CS1960,3/6/2012,79
CS2737,10/8/2011,44
CS2896,5/2/2014,52
CS1612,4/5/2014,76
CS1502,16/4/2013,56
CS3188,4/11/2013,36
CS1163,5/7/2012,86
CS6078,8/2/2014,86
CS1226,22/3/2013,60
CS3019,7/10/2013,77
CS6030,18/1/2014,58
CS4149,1/9/2014,94
CS3647,20/9/2013,89
CS3515,9/8/2012,58
CS3063,8/8/2012,62
CS1320,4/3/2015,74
CS4196,19/7/2014,36
CS3000,15/7/2013,97
CS3184,17/2/2014,63
CS2772,1/11/2011,82
CS1914,7/9/2014,87
CS1138,13/1/2015,56
CS3767,24/12/2011,89
CS5175,11/5/2013,91
CS1414,19/3/2013,52
CS4777,23/9/2012,39
CS2854,4/10/2013,63
CS5184,8/8/2012,47
CS1676,14/1/2014,62
CS5197,17/5/2013,59
CS5813,10/1/2012,93
CS5075,15/12/2011,88
CS2756,21/1/2013,42
CS1812,23/2/2015,90
CS5536,7/8/2014,56
CS4486,4/12/2014,86
CS3345,23/8/2011,73
CS4153,12/7/2011,80
CS2253,19/4/2014,48
CS3700,10/9/2012,52
CS2476,23/12/2013,71
CS4028,31/8/2011,38
CS3222,28/2/2015,63
CS3830,17/9/2014,94
CS3673,24/11/2012,97
CS2137,16/1/2012,102
CS4061,9/11/2013,82
CS2512,7/11/2014,51
CS2004,2/10/2013,66
CS4442,17/11/2012,81
CS4442,21/9/2014,64
CS2118,8/1/2014,48
CS5221,16/6/2013,48
CS2460,12/6/2014,103
CS1996,25/7/2011,85
CS2179,2/11/2014,51
CS4763,8/5/2012,54
CS5874,14/3/2015,42
CS2990,19/5/2013,52
CS5476,29/5/2011,87
CS4354,11/3/2014,67
CS4969,29/3/2013,58
CS2940,7/9/2011,60
CS1677,1/7/2014,98
CS5011,11/2/2013,62
CS1351,10/9/2011,73
CS6019,14/10/2014,94
CS4342,8/8/2011,86
CS1497,19/9/2011,90
CS3765,23/10/2013,44
CS2417,14/1/2015,43
CS3597,20/5/2011,72
CS1459,12/10/2011,35
CS3598,27/7/2014,90
CS4013,27/6/2013,76
CS3360,19/2/2013,42
CS3095,20/3/2013,60
CS5972,17/10/2011,83
CS1285,20/12/2013,69
CS4357,8/1/2015,47
CS5933,5/8/2014,76
CS1388,26/7/2012,85
CS4452,22/11/2011,51
CS4213,16/2/2014,99
CS2740,2/12/2013,90
CS5008,28/6/2011,71
CS1320,4/9/2013,63
CS1868,23/4/2014,94
CS5010,13/7/2012,84
CS2793,12/9/2012,87
CS5832,2/12/2014,46
CS2512,24/12/2011,86
CS1390,23/1/2012,69
CS5263,5/1/2014,82
CS4080,8/7/2013,84
CS3975,25/8/2011,73
CS5717,17/3/2013,74
CS3138,9/8/2014,76
CS3024,24/5/2013,41
CS3317,12/7/2012,89
CS1257,11/7/2013,72
CS5124,16/10/2011,93
CS5500,6/2/2013,43
CS2223,2/8/2011,65
CS4507,8/8/2014,74
CS3277,6/7/2014,60
CS3808,13/2/2015,83
CS4507,6/5/2013,44
CS3071,26/7/2014,96
CS2207,25/7/2013,49
CS4513,25/9/2013,79
CS1766,24/10/2013,38
CS2696,24/12/2013,60
CS4483,11/7/2014,80
CS5745,20/3/2012,72
CS2576,1/12/2013,55
CS2728,11/10/2013,101
CS4109,10/3/2015,76
CS3075,24/1/2012,90
CS4503,15/6/2011,89
CS2208,18/1/2012,79
CS6095,25/5/2012,87
CS5472,16/2/2013,41
CS1424,29/6/2011,82
CS1693,23/10/2013,60
CS3173,21/2/2013,42
CS3973,6/1/2015,40
CS2265,10/9/2012,87
CS2075,20/12/2012,65
CS1403,9/11/2011,92
CS3212,25/10/2013,81
CS5645,26/6/2012,89
CS2850,22/8/2011,57
CS5261,27/11/2014,86
CS2367,21/2/2012,90
CS1182,15/6/2014,64
CS5760,23/2/2012,95
CS5285,4/3/2013,98
CS3759,2/3/2014,40
CS5155,11/11/2014,90
CS4337,26/7/2012,46
CS6009,5/4/2013,77
CS5151,11/7/2013,79
CS4854,15/1/2014,69
CS4847,11/1/2013,61
CS2620,7/5/2012,75
CS2165,21/7/2014,50
CS5003,11/5/2012,48
CS1869,26/11/2013,65
CS1285,30/9/2012,87
CS3298,17/1/2015,38
CS4639,7/1/2014,50
CS4846,1/11/2012,50
CS4943,27/2/2015,78
CS4912,24/4/2014,92
CS5388,8/6/2012,93
CS1187,27/7/2012,53
CS2284,20/5/2013,87
CS4664,19/7/2011,54
CS2257,29/5/2011,60
CS3743,1/3/2013,59
CS2004,6/6/2011,53
CS2723,26/7/2011,43
CS5326,29/1/2012,100
CS5691,1/1/2012,93
CS3466,21/6/2011,50
CS4956,11/2/2012,77
CS4426,27/3/2012,38
CS2213,9/2/2013,60
CS1187,26/2/2013,46
CS2766,6/3/2015,91
CS2423,2/2/2013,58
CS2716,3/6/2013,98
CS1288,1/7/2011,82
CS4195,11/11/2013,68
CS2914,30/6/2013,77
CS4262,5/6/2014,84
CS3219,4/9/2011,70
CS1335,13/3/2014,91
CS2599,28/12/2012,103
CS4245,17/6/2011,100
CS5800,19/2/2012,58
CS3502,22/10/2012,39
CS1274,19/2/2015,98
CS2582,3/8/2011,86
CS5199,13/7/2011,71
CS1237,25/12/2013,74
CS5261,12/9/2014,70
CS2207,9/11/2011,81
CS5338,14/6/2012,94
CS5831,5/3/2012,79
CS1146,20/10/2013,44
CS1394,25/1/2013,52
CS3379,19/1/2012,44
CS1705,2/10/2014,77
CS4147,10/11/2013,73
CS5928,29/4/2014,91
CS3929,22/10/2012,101
CS2330,10/3/2012,100
CS5942,19/7/2014,71
CS1669,26/8/2013,84
CS5439,19/12/2014,92
CS4947,16/12/2012,58
CS1946,5/11/2013,94
CS1489,24/5/2014,96
CS2038,15/11/2013,94
CS5947,20/5/2011,89
CS1921,17/4/2013,80
CS1165,8/12/2011,68
CS5595,27/7/2014,90
CS5703,5/1/2012,55
CS1920,22/11/2012,71
CS2974,18/7/2012,66
CS5646,7/5/2013,80
CS2838,15/5/2014,63
CS4587,11/10/2014,56
CS3922,24/4/2013,77
CS5869,6/10/2011,99
CS2300,17/4/2012,60
CS3726,6/8/2012,76
CS4167,6/4/2013,77
CS1958,26/1/2013,89
CS3909,2/7/2011,73
CS4217,26/1/2014,81
CS5079,19/7/2013,66
CS4934,17/4/2013,79
CS3539,8/3/2015,100
CS3846,11/7/2013,69
CS3626,28/10/2012,50
CS4709,15/5/2014,35
CS1630,10/3/2012,104
CS2988,11/3/2012,100
CS5299,25/6/2012,94
CS3465,7/12/2012,40
CS3605,31/8/2013,49
CS3572,16/5/2013,57
CS5958,10/8/2014,50
CS3210,7/10/2011,59
CS5233,7/1/2013,79
CS5678,24/4/2012,102
CS3064,3/9/2011,50
CS4899,20/10/2012,94
CS4660,24/11/2013,101
CS2965,1/6/2012,54
CS1610,18/5/2011,94
CS5380,1/1/2015,98
CS5902,27/7/2013,74
CS4721,14/9/2011,61
CS4376,3/11/2013,74
CS5176,9/7/2012,75
CS2121,16/7/2013,39
CS3252,21/6/2013,61
CS5259,11/10/2013,104
CS2770,4/3/2014,47
CS3280,4/1/2015,51
CS1667,27/5/2012,87
CS4548,23/3/2013,62
CS1914,6/7/2013,55
CS3641,13/12/2012,56
CS3295,27/8/2012,41
CS3189,28/11/2013,52
CS2038,20/10/2011,41
CS2486,26/2/2012,77
CS4393,21/8/2012,77
CS3580,9/7/2012,63
CS4923,12/6/2012,52
CS3945,11/9/2014,72
CS3913,28/4/2012,39
CS4362,22/2/2015,89
CS2920,20/2/2015,45
CS5772,21/2/2013,71
CS5028,25/2/2015,38
CS4981,12/9/2014,92
CS3275,4/9/2011,91
CS3961,8/4/2013,38
CS4755,5/9/2011,91
CS2410,3/12/2013,58
CS3575,27/9/2012,103
CS1857,16/2/2013,72
CS1370,19/7/2014,61
CS1175,9/1/2014,35
CS1343,16/11/2012,75
CS2122,28/10/2011,39
CS2253,2/5/2014,40
CS3318,18/7/2011,105
CS3947,28/5/2014,97
CS1698,17/7/2012,44
CS4484,22/10/2013,65
CS2339,5/8/2014,47
CS3653,5/2/2012,38
CS2455,29/3/2012,42
CS3689,4/5/2013,83
CS5372,22/10/2013,82
CS2285,8/12/2012,69
CS1316,23/10/2011,36
CS5132,16/3/2012,65
CS4202,10/11/2012,49
CS5225,10/2/2013,72
CS4388,13/4/2013,62
CS5701,30/6/2012,35
CS2687,14/7/2012,99
CS2353,26/12/2013,74
CS3177,28/9/2014,82
CS3960,7/2/2013,48
CS4095,30/7/2011,70
CS2503,2/3/2012,81
CS5500,16/12/2012,76
CS1891,27/11/2013,67
CS3504,11/12/2014,96
CS3526,14/8/2013,77
CS6019,17/6/2012,84
CS3733,29/7/2014,69
CS3527,21/11/2013,69
CS3928,26/6/2012,41
CS3271,13/2/2012,58
CS5118,17/7/2014,63
CS4354,7/10/2012,61
CS2456,1/9/2011,102
CS2002,4/1/2013,67
CS4987,15/4/2013,35
CS5157,11/12/2014,71
CS1552,26/2/2012,44
CS1271,10/9/2012,84
CS4520,19/4/2013,81
CS3236,16/7/2014,73
CS2613,27/10/2014,68
CS3448,7/12/2011,68
CS2556,1/9/2011,91
CS3058,28/9/2014,72
CS4483,26/3/2012,69
CS4181,30/12/2014,89
CS3725,29/3/2012,37
CS2909,2/9/2012,59
CS5018,15/10/2012,47
CS3361,12/4/2014,70
CS2741,25/7/2011,41
CS5688,23/12/2013,53
CS2411,3/7/2014,104
CS1541,31/10/2013,92
CS5907,26/8/2013,82
CS6099,9/4/2012,94
CS2775,22/5/2013,100
CS2978,9/12/2011,101
CS3515,29/3/2013,37
CS4227,5/10/2013,77
CS2125,10/4/2013,102
CS2027,3/3/2013,82
CS1922,16/3/2013,53
CS2155,4/4/2014,75
CS5067,7/8/2011,95
CS5821,16/5/2012,61
CS3961,27/3/2012,49
CS1703,30/7/2012,74
CS5087,26/6/2011,50
CS1531,19/10/2012,47
CS3226,17/7/2012,78
CS4962,26/8/2013,87
CS3767,15/3/2013,73
CS4268,6/4/2014,65
CS5286,15/5/2013,59
CS3284,21/3/2013,50
CS4684,6/11/2014,40
CS1203,15/6/2011,66
CS5133,19/5/2011,89
CS1826,26/7/2012,42
CS4976,29/9/2011,80
CS2091,8/6/2012,92
CS5518,16/6/2014,67
CS4257,26/10/2012,83
CS2591,8/1/2014,57
CS4070,21/5/2014,46
CS4087,25/7/2014,73
CS5599,18/7/2012,85
CS5177,3/12/2013,103
CS2511,27/11/2013,83
CS5385,17/11/2013,42
CS4064,10/7/2014,87
CS4741,11/3/2014,104
CS4961,23/7/2011,66
CS1314,12/8/2012,98
CS2444,31/8/2013,65
CS3353,10/7/2011,64
CS1965,30/4/2013,95
CS5416,21/8/2014,104
CS4011,16/8/2012,62
CS5588,12/7/2011,86
CS1218,16/8/2011,70
CS2712,15/11/2011,68
CS4256,5/4/2014,48
CS1317,6/1/2014,49
CS2392,19/1/2012,103
CS2490,10/4/2012,59
CS1142,30/3/2014,94
CS5475,7/5/2012,46
CS4973,16/4/2014,100
CS5059,10/2/2015,94
CS5781,5/11/2012,105
CS5733,25/3/2013,36
CS4260,30/10/2013,89
CS5584,22/9/2014,81
CS3259,1/2/2012,82
CS5921,17/11/2011,100
CS2894,27/2/2015,40
CS4727,14/11/2012,101
CS1357,22/3/2012,48
CS1184,24/9/2012,87
CS4505,16/7/2014,94
CS2953,22/6/2014,42
CS6068,2/1/2014,98
CS2453,28/8/2014,69
CS5715,7/2/2012,56
CS2236,22/5/2013,43
CS1873,7/12/2013,59
CS2026,20/12/2012,52
CS1123,16/6/2014,90
CS2415,11/7/2011,61
CS4968,1/1/2013,99
CS2652,2/3/2014,54
CS5896,7/9/2013,64
CS3831,20/5/2011,65
CS1945,1/6/2012,94
CS1805,2/11/2014,56
CS4178,8/3/2013,95
CS5752,9/8/2014,53
CS5805,15/7/2013,36
CS5961,14/3/2012,96
CS4281,23/9/2013,95
CS1309,4/1/2014,79
CS3780,3/7/2014,51
CS3405,18/7/2012,64
CS4317,22/2/2014,65
CS4737,5/9/2011,81
CS3840,12/6/2013,75
CS2505,29/12/2013,41
CS4587,19/11/2012,69
CS1980,5/8/2013,86
CS4966,26/10/2014,96
CS6093,23/2/2014,103
CS5986,14/10/2011,38
CS6015,9/8/2012,67
CS3414,26/4/2012,105
CS2793,28/11/2012,83
CS3941,9/10/2011,53
CS3673,10/7/2014,74
CS2135,16/11/2012,60
CS4272,23/6/2013,64
CS3257,4/5/2013,56
CS2462,9/4/2014,95
CS4130,8/1/2014,48
CS5794,18/11/2012,90
CS5026,20/8/2011,41
CS4953,21/7/2012,71
CS4919,22/2/2013,37
CS4316,16/12/2014,57
CS2853,12/9/2014,83
CS3881,16/1/2012,88
CS3751,29/9/2013,95
CS3277,22/8/2012,68
CS5511,7/4/2014,105
CS5769,12/6/2012,48
CS1206,7/2/2014,49
CS3990,18/11/2011,88
CS1929,31/1/2015,74
CS3512,15/9/2013,38
CS5251,20/2/2012,72
CS2792,31/3/2014,101
CS1871,30/4/2012,100
CS3311,21/2/2012,105
CS1664,21/12/2012,100
CS1619,1/1/2015,85
CS3080,19/5/2011,76
CS5138,23/2/2013,87
CS5985,1/1/2014,57
CS5679,6/6/2011,53
CS3465,5/11/2011,79
CS3996,9/8/2012,49
CS2766,3/11/2012,39
CS5278,21/7/2014,95
CS6028,18/12/2011,97
CS1970,8/8/2011,103
CS5268,29/2/2012,36
CS5018,16/11/2013,85
CS4683,28/6/2011,104
CS3955,26/3/2014,81
CS5579,16/4/2014,45
CS1820,6/2/2012,84
CS3864,16/2/2014,50
CS5703,8/11/2014,64
CS1715,7/6/2012,62
CS1426,31/1/2015,67
CS3788,1/9/2014,43
CS4543,1/11/2014,44
CS5441,21/5/2014,92
CS1878,20/1/2013,99
CS2466,31/8/2012,51
CS3173,12/7/2012,67
CS4298,13/1/2014,102
CS1782,30/10/2014,94
CS1965,18/6/2014,39
CS5850,16/6/2013,90
CS3831,7/12/2012,98
CS3077,5/1/2015,60
CS2790,26/8/2011,92
CS4337,22/5/2011,69
CS3082,12/7/2014,77
CS4735,24/7/2012,38
CS3090,1/3/2014,45
CS4409,24/7/2012,68
CS3187,8/7/2011,63
CS3374,27/5/2011,80
CS4631,13/7/2013,47
CS5453,9/1/2012,97
CS2833,29/5/2013,85
CS2264,12/7/2014,74
CS2064,5/11/2014,68
CS1322,12/8/2012,94
CS4297,29/10/2011,46
CS4062,27/12/2013,94
CS3101,6/6/2012,49
CS1519,27/7/2012,94
CS2551,25/8/2012,51
CS5449,23/7/2014,92
CS3045,23/9/2014,49
CS3344,19/5/2013,105
CS3079,17/12/2013,73
CS3859,3/6/2013,86
CS3574,8/1/2012,51
CS3245,21/4/2014,69
CS1181,28/10/2012,78
CS3144,6/12/2014,90
CS5335,28/6/2011,40
CS3724,23/5/2013,86
CS4186,10/5/2013,48
CS1628,15/1/2014,38
CS3069,19/8/2012,75
CS3019,24/10/2011,49
CS4485,10/1/2015,40
CS3104,5/6/2012,76
CS5908,4/2/2012,71
CS1779,19/7/2013,63
CS4030,28/11/2014,91
CS4327,9/10/2014,103
CS2193,22/9/2011,38
CS5346,14/2/2015,95
CS3527,11/5/2012,77
CS1332,25/12/2013,69
CS3781,19/10/2011,86
CS2177,15/3/2014,97
CS2319,25/10/2014,39
CS3393,5/10/2013,38
CS4104,11/9/2013,38
CS5755,18/8/2014,104
CS3591,4/4/2014,97
CS1115,18/7/2012,41
CS4433,2/5/2013,74
CS4275,22/10/2011,52
CS5171,4/8/2011,67
CS5955,19/12/2013,99
CS3614,30/11/2012,47
CS2899,16/6/2014,104
CS5542,19/8/2011,94
CS5486,27/7/2013,38
CS5610,25/11/2013,84
CS4866,19/7/2012,101
CS2121,27/12/2014,46
CS3465,27/5/2011,67
CS3575,13/1/2013,70
CS4865,22/10/2012,56
CS2364,7/3/2014,86
CS4988,22/3/2012,45
CS1202,25/8/2013,58
CS2265,31/10/2013,48
CS1252,7/11/2012,59
CS1722,7/7/2013,45
CS4241,11/3/2014,70
CS5309,10/7/2014,71
CS3402,20/9/2014,74
CS2113,29/7/2013,63
CS5774,27/6/2013,81
CS2646,29/12/2014,74
CS2505,22/2/2012,39
CS3416,24/1/2014,49
CS3886,11/7/2011,38
CS1686,30/5/2012,59
CS1833,8/1/2015,43
CS5907,17/2/2014,83
CS5564,24/4/2014,100
CS4586,9/10/2013,70
CS2468,16/8/2011,59
CS1128,23/3/2014,43
CS2845,5/2/2014,40
CS5438,26/6/2011,61
CS3201,25/12/2013,71
CS5853,28/8/2013,73
CS4572,2/7/2014,88
CS5518,12/11/2011,36
CS1344,12/9/2011,53
CS4277,29/9/2011,86
CS1545,5/7/2013,36
CS3725,19/4/2014,57
CS5656,23/7/2012,66
CS4930,28/6/2011,95
CS2908,2/11/2013,53
CS2426,15/6/2014,92
CS5157,26/1/2015,39
CS2426,18/12/2011,90
CS5374,10/11/2014,83
CS2292,25/8/2012,61
CS5644,8/7/2014,82
CS3551,11/7/2012,69
CS1441,4/7/2014,52
CS2276,27/10/2013,85
CS2897,1/12/2011,94
CS3771,20/3/2014,88
CS6097,11/11/2013,103
CS2435,13/5/2012,47
CS3684,14/4/2013,71
CS4523,4/12/2012,39
CS4125,16/7/2014,78
CS2568,3/11/2014,57
CS4061,9/5/2013,74
CS1223,7/5/2012,71
CS5677,1/6/2014,64
CS5046,3/6/2014,38
CS3143,16/6/2014,60
CS1726,23/7/2014,86
CS5023,28/11/2014,82
CS3071,31/5/2014,101
CS3736,25/7/2011,36
CS5765,9/11/2011,48
CS2914,19/10/2011,66
CS4320,16/11/2011,50
CS4980,1/2/2014,103
CS1972,25/9/2014,100
CS3147,23/3/2014,101
CS3612,9/7/2012,74
CS1399,23/3/2012,101
CS5287,6/11/2014,49
CS4377,6/12/2014,91
CS2834,26/2/2012,101
CS4896,23/6/2011,94
CS5504,1/11/2014,41
CS5865,29/9/2012,62
CS5388,9/12/2012,85
CS4369,18/8/2011,79
CS5525,31/7/2013,58
CS4555,12/2/2015,85
CS3214,10/2/2014,41
CS1806,30/1/2015,97
CS2399,22/2/2013,99
CS4970,31/1/2013,97
CS1350,28/1/2013,95
CS5915,1/5/2013,105
CS3492,19/9/2011,89
CS5820,2/3/2012,85
CS2284,21/5/2013,59
CS1247,24/2/2013,80
CS3098,22/2/2012,79
CS5519,5/11/2012,60
CS2329,9/4/2013,54
CS1630,16/3/2012,46
CS2082,20/11/2011,69
CS2935,22/1/2013,104
CS4787,3/6/2014,35
CS3128,8/9/2014,91
CS3714,17/8/2013,37
CS1569,14/8/2012,60
CS5838,16/3/2012,99
CS5105,11/4/2013,75
CS4194,22/10/2011,39
CS4508,11/6/2013,103
CS4158,2/8/2011,68
CS1612,20/1/2013,80
CS2613,22/9/2012,73
CS3188,22/12/2013,41
CS2394,8/10/2014,99
CS5026,1/9/2013,52
CS3960,15/7/2014,104
CS5535,20/3/2012,52
CS5250,26/2/2013,35
CS5063,30/3/2012,79
CS2600,23/2/2015,97
CS2441,18/2/2015,66
CS4555,7/3/2014,62
CS3656,8/6/2014,99
CS3242,15/8/2011,93
CS2924,5/6/2011,80
CS2026,14/3/2015,43
CS2711,20/4/2012,97
CS4363,13/10/2011,85
CS1909,27/6/2012,104
CS3078,24/10/2012,67
CS5535,13/12/2012,77
CS1780,7/2/2012,84
CS1293,19/6/2014,103
CS4388,29/8/2012,46
CS3098,7/9/2011,68
CS5609,23/7/2012,79
CS5310,25/5/2011,51
CS2185,14/12/2012,85
CS5842,15/10/2013,103
CS5766,27/4/2012,38
CS5501,25/9/2014,86
CS4408,28/6/2011,51
CS1677,2/11/2011,41
CS5231,15/8/2013,66
CS6083,23/2/2015,55
CS4561,27/11/2011,95
CS3524,22/4/2012,84
CS2588,22/1/2013,64
CS2113,10/3/2015,83
CS1946,18/12/2011,55
CS5590,10/1/2012,35
CS1360,3/8/2013,102
CS4483,1/5/2012,51
CS4633,26/1/2013,65
CS2341,16/10/2012,75
CS1442,5/11/2013,41
CS2803,21/8/2014,41
CS2740,8/12/2012,69
CS1926,23/2/2014,101
CS4670,28/6/2012,67
CS4839,2/5/2013,103
CS2252,1/3/2013,74
CS4132,16/3/2012,41
CS4812,8/2/2015,53
CS1558,16/11/2013,36
CS4527,18/8/2011,67
CS5309,23/12/2012,38
CS5351,11/11/2014,62
CS6099,17/9/2014,94
CS4276,15/11/2014,71
CS3520,4/1/2013,41
CS4711,8/3/2014,99
CS3071,23/4/2014,57
CS2106,24/1/2013,104
CS2507,5/12/2011,84
CS3582,28/3/2013,105
CS5643,31/1/2015,44
CS4363,21/4/2012,56
CS2953,8/12/2014,36
CS5061,30/7/2012,71
CS5885,11/8/2014,97
CS3160,6/10/2013,43
CS1947,28/5/2011,37
CS4146,30/1/2015,61
CS5803,28/9/2014,76
CS2703,27/8/2014,62
CS4976,7/7/2011,35
CS1169,5/8/2014,81
CS1221,7/6/2011,44
CS1435,29/1/2015,39
CS3289,18/6/2012,101
CS4438,9/1/2012,71
CS4998,1/1/2014,76
CS3013,7/4/2012,42
CS2602,30/4/2012,94
CS4390,10/8/2013,52
CS2656,24/9/2013,91
CS4675,7/12/2013,67
CS3704,25/8/2013,85
CS5566,15/1/2014,62
CS6066,16/9/2014,84
CS3963,16/10/2011,91
CS5656,30/8/2014,103
CS3040,22/9/2014,69
CS4848,25/7/2013,64
CS2395,7/7/2011,35
CS3523,29/5/2013,94
CS3136,30/9/2013,77
CS3227,19/6/2011,99
CS5937,10/12/2011,97
CS4730,16/5/2013,95
CS3936,10/3/2013,97
CS5816,30/3/2014,103
CS1174,6/1/2014,56
CS2484,7/3/2012,88
CS1865,2/4/2012,85
CS5066,24/2/2014,36
CS5903,6/8/2011,44
CS3834,4/3/2013,51
CS3818,4/2/2013,82
CS1948,26/5/2012,60
CS2191,22/8/2011,46
CS3623,23/10/2013,99
CS4857,4/7/2012,60
CS4320,21/3/2013,71
CS5458,17/8/2012,88
CS1408,17/9/2011,89
CS1570,18/4/2014,81
CS2325,20/11/2013,37
CS3879,16/8/2012,53
CS5726,30/10/2014,98
CS3536,1/10/2011,95
CS1173,25/5/2013,64
CS5955,5/6/2014,90
CS5200,19/3/2013,104
CS4755,31/3/2012,95
CS1549,13/12/2011,36
CS1550,6/11/2014,79
CS2865,7/8/2011,46
CS5372,3/4/2012,62
CS1393,14/6/2011,70
CS5044,28/5/2014,56
CS1998,3/1/2014,91
CS4179,12/2/2014,100
CS2630,10/9/2014,74
CS2866,27/2/2015,57
CS2539,14/1/2012,60
CS2239,29/1/2014,100
CS1871,4/3/2014,84
CS2202,5/11/2014,65
CS2688,1/8/2014,62
CS1476,14/11/2014,45
CS1344,18/11/2014,59
CS5777,17/12/2012,88
CS5661,15/12/2012,59
CS2817,5/5/2012,98
CS1428,8/6/2013,71
CS3120,10/8/2014,45
CS5609,5/5/2012,36
CS4333,22/7/2012,83
CS5844,31/3/2013,100
CS4659,30/11/2011,81
CS2813,3/6/2011,68
CS3127,27/8/2014,41
CS3903,2/3/2014,70
CS2370,6/3/2015,44
CS3826,8/11/2011,41
CS4876,28/2/2013,54
CS1667,15/8/2011,67
CS4269,14/10/2012,37
CS2494,15/1/2014,40
CS4432,14/6/2012,99
CS1829,24/5/2013,94
CS5202,25/7/2014,74
CS4379,1/5/2012,56
CS5798,11/1/2012,35
CS3000,17/12/2011,86
CS1827,4/3/2013,49
CS3012,26/6/2013,55
CS1236,2/2/2015,40
CS1839,3/10/2014,63
CS3603,31/8/2013,73
CS4221,16/12/2014,35
CS2850,6/8/2012,42
CS2476,18/10/2014,37
CS2672,30/11/2012,56
CS4948,14/7/2014,49
CS2719,16/6/2014,81
CS3167,2/4/2014,98
CS2786,2/8/2014,95
CS5419,10/5/2013,53
CS5136,30/11/2013,78
CS2258,6/12/2013,74
CS2127,19/6/2013,64
CS2594,14/7/2013,86
CS3920,26/1/2013,71
CS3321,23/10/2014,44
CS5761,12/8/2011,61
CS2944,17/9/2011,73
CS2550,3/8/2014,44
CS5823,9/5/2013,54
CS5672,13/8/2012,46
CS4825,12/10/2013,49
CS1266,27/2/2013,100
CS2999,6/1/2012,103
CS3259,21/3/2013,43
CS3486,27/10/2011,66
CS5250,4/11/2014,68
CS3204,20/4/2014,90
CS3258,14/10/2014,74
CS2317,4/3/2015,63
CS1728,13/7/2014,101
CS4154,20/8/2011,59
CS5223,23/6/2012,36
CS5602,19/12/2012,81
CS2492,3/5/2013,93
CS1403,22/8/2013,95
CS3980,20/5/2014,80
CS1337,8/2/2015,80
CS2731,11/8/2011,74
CS4116,15/3/2014,93
CS5978,14/7/2011,95
CS2168,7/4/2012,53
CS4020,15/2/2014,91
CS3728,11/8/2014,35
CS5814,4/1/2015,70
CS3949,2/3/2015,86
CS4776,8/11/2011,76
CS3650,13/12/2011,70
CS5394,12/3/2013,63
CS5578,31/7/2011,101
CS1767,2/8/2012,65
CS1808,20/5/2012,76
CS5059,16/10/2013,103
CS3285,19/12/2012,90
CS3147,21/1/2014,97
CS2106,22/11/2011,80
CS2339,27/4/2013,90
CS5778,7/5/2013,51
CS4771,25/6/2013,57
CS4707,7/7/2014,87
CS4245,15/5/2012,63
CS5614,2/3/2014,86
CS3538,23/1/2014,73
CS3621,17/12/2012,88
CS4899,17/7/2014,60
CS5992,20/5/2012,86
CS3880,28/9/2014,101
CS3237,14/11/2014,65
CS1293,8/8/2014,98
CS2234,6/5/2014,90
CS1555,22/6/2014,79
CS5527,20/7/2014,72
CS2056,11/9/2011,77
CS5979,30/9/2012,35
CS1796,7/8/2014,71
CS3876,3/6/2013,42
CS3869,23/1/2013,47
CS4455,13/1/2014,80
CS6097,25/10/2011,101
CS1908,31/1/2013,68
CS6106,30/9/2011,105
CS1283,8/1/2015,47
CS5217,25/1/2015,104
CS3812,5/10/2014,61
CS4429,24/10/2014,41
CS1977,19/12/2012,68
CS3849,25/6/2011,40
CS1864,15/8/2014,81
CS1333,12/10/2014,99
CS2394,8/5/2014,44
CS5432,9/2/2014,93
CS2632,3/12/2013,36
CS2508,13/10/2014,105
CS3924,20/1/2015,48
CS1510,2/2/2014,74
CS5697,1/8/2014,93
CS5783,14/11/2013,75
CS1815,26/5/2011,101
CS1168,1/8/2014,49
CS5506,2/1/2015,94
CS1713,23/8/2014,105
CS5649,22/12/2014,39
CS4145,27/2/2014,71
CS2560,23/5/2011,91
CS4517,31/12/2013,35
CS4108,9/9/2013,61
CS2391,20/10/2013,72
CS2455,3/1/2015,51
CS1801,27/9/2011,53
CS4995,11/2/2014,45
CS3226,26/11/2011,83
CS2400,20/7/2011,75
CS6020,27/5/2011,90
CS5812,16/2/2013,97
CS5461,3/11/2014,104
CS5059,5/4/2012,84
